,dr2_source_id,dr3_source_id,Cluster,SimbadName_cluster,e_plx_cluster,plx_cluster,skymapper_id,sdss_id,twomass_id,allwise_id,ra2000,dec2000,gmag,bpmag,rpmag,parallax,parallax_error,ruwe,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_n_obs,gmag_edr3,bpmag_edr3,rpmag_edr3,r_lo_geo,r_med_geo,r_hi_geo,r_lo_photogeo,r_med_photogeo,r_hi_photogeo,objid_NUV,NUVmag,e_NUVmag,Nafl,objid_FUV,FUVmag,e_FUVmag,Fafl,psfMag_uSDSS,psfMagErr_uSDSS,psfMag_gSDSS,psfMagErr_gSDSS,psfMag_rSDSS,psfMagErr_rSDSS,psfMag_iSDSS,psfMagErr_iSDSS,psfMag_zSDSS,psfMagErr_zSDSS,u_flags,u_nimaflags,u_ngood,e_u_psf,u_psf,v_flags,v_nimaflags,v_ngood,e_v_psf,v_psf,g_flags,g_nimaflags,g_ngood,g_psf,e_g_psf,r_flags,r_nimaflags,r_ngood,r_psf,e_r_psf,i_flags,i_nimaflags,i_ngood,i_psf,e_i_psf,z_flags,z_nimaflags,z_ngood,z_psf,e_z_psf,object_01,j_m,j_msigcom,h_m,h_msigcom,k_m,k_msigcom,ph_qual_1,rd_flg,bl_flg,cc_flg,use_src,designation,w1mpro,w1sigmpro,w2mpro,w2sigmpro,w3mpro,w3sigmpro,w4mpro,w4sigmpro,cc_flags,ext_flg,ph_qual_2,moon_lev,asassn_name,Mean Vmag_ASASSN,amplitude_ASASSN,period_ASASSN,Type_ASASSN,class_probability_ASASSN
0,5318486456796462848,5318486456810851072,IC2391  ,IC2391               ,0.007,6.597,465712906,-9223372036854775808,08422538-5306501,J084225.33-530650.0,130.60577751421988,-53.113984271582964,4.7794003,4.733059,4.96877,6.650692081253478,0.09298161,0.9254262,223506016.0416386,427409.28,222,4.8141437,4.72141,4.945196,148.17473,150.28336,152.19121,147.93355,150.13075,152.54657,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,0,,,-32768,-2147483648,0,,,-32768,-2147483648,0,,,-32768,-2147483648,0,,,-32768,-2147483648,0,,,-32768,-2147483648,0,,,08422538-5306501,5.197,0.017,5.268,0.027,5.263,0.021,EAA,111,111,000,1,                   ,,,,,,,,,    ,-2147483648,    ,    ,                            ,,,,        ,
1,5318541982145960064,5318541982145960064,IC2391  ,IC2391               ,0.007,6.597,-9223372036854775808,-9223372036854775808,08395759-5303170,                   ,129.98999374023816,-53.05472684087023,5.1414185,5.10018,5.2956457,6.558038771608883,0.09926065,1.0676565,162719403.40235862,187519.58,184,5.1587687,5.0862126,5.2492933,149.53642,151.98213,154.4084,149.98373,152.12701,154.64565,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08395759-5303170,5.544,0.054,5.54,0.045,5.533,0.016,AAA,111,111,000,1,                   ,,,,,,,,,    ,-2147483648,    ,    ,                            ,,,,        ,
2,5318543425255007872,5318543425255007872,IC2391  ,IC2391               ,0.007,6.597,-9223372036854775808,-9223372036854775808,08401745-5300554,J084017.44-530055.2,130.0727706847658,-53.01539739164233,5.5208445,5.478888,5.6543627,6.49491681789613,0.053353466,0.78225774,115265619.11410281,77766.16,243,5.5331173,5.4675317,5.6290007,152.34464,153.50978,154.61731,152.41138,153.72862,154.8785,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08401745-5300554,5.823,0.023,5.925,0.055,5.894,0.026,AAA,111,111,000,1,                   ,,,,,,,,,    ,-2147483648,    ,    ,                            ,,,,        ,
3,5318412686452956800,5318412686452956800,IC2391  ,IC2391               ,0.007,6.597,440858667,-9223372036854775808,08480022-5251006,J084800.19-525100.2,132.0008992370037,-52.85015343168954,6.254099,6.233115,6.3491,6.805372635842287,0.039965402,1.2040833,58528707.11792708,19468.162,326,6.2689447,6.217115,6.334348,146.10449,147.08351,147.80482,146.0379,146.7413,147.41348,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,0,,,-32768,-2147483648,0,,,-32768,-2147483648,0,,,-32768,-2147483648,0,,,-32768,-2147483648,0,,,-32768,-2147483648,0,,,08480022-5251006,6.44,0.039,6.491,0.036,6.495,0.023,AAA,111,111,000,1,                   ,,,,,,,,,    ,-2147483648,    ,    ,                            ,,,,        ,
4,5318117325830884224,5318117330136955392,IC2391  ,IC2391               ,0.007,6.597,465741364,-9223372036854775808,08395937-5315393,J083959.33-531539.0,129.99738091884018,-53.26095898077395,7.1982155,7.210829,7.2190213,6.547015227246705,0.03512863,0.9582509,24503506.730760243,12827.535,312,7.2142963,7.189963,7.2028713,151.74463,152.45284,153.41902,151.29861,152.29439,153.31383,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,0,,,-32768,-2147483648,0,,,-32768,-2147483648,0,,,-32768,-2147483648,0,,,-32768,-2147483648,0,,,-32768,-2147483648,0,,,08395937-5315393,7.212,0.021,7.254,0.036,7.16,0.021,AAA,111,111,000,1,                   ,,,,,,,,,    ,-2147483648,    ,    ,                            ,,,,        ,
5,5318554111133634432,5318554111133634432,IC2391  ,IC2391               ,0.007,6.597,465728341,-9223372036854775808,08404853-5248071,J084048.49-524806.7,130.20218942096605,-52.80193749449492,7.252019,7.272448,7.2702656,6.596438357505684,0.07840883,2.840408,23344057.29123605,9268.882,333,7.266926,7.2537723,7.2621756,149.55052,151.01744,152.71379,150.00328,151.96658,153.75179,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,0,,,-32768,-2147483648,0,,,-32768,-2147483648,0,,,-32768,-2147483648,0,,,-32768,-2147483648,0,,,-32768,-2147483648,0,,,08404853-5248071,7.251,0.024,7.282,0.036,7.205,0.024,AAA,111,111,000,1,                   ,,,,,,,,,    ,-2147483648,    ,    ,                            ,,,,        ,
6,5318499822745556992,5318499822745556992,IC2391  ,IC2391               ,0.007,6.597,465715801,-9223372036854775808,08420996-5258038,J084209.92-525803.4,130.5414840476983,-52.96768128306346,7.3575144,7.384051,7.3689675,6.674992876889973,0.024767658,0.97175103,21231516.476786394,6912.3076,306,7.3699145,7.3627877,7.3564,148.9527,149.52309,150.18251,148.98665,149.58972,150.11436,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,0,,,-32768,-2147483648,0,,,-32768,-2147483648,0,,,-32768,-2147483648,0,,,20,4667,0,,,-32768,-2147483648,0,,,08420996-5258038,7.337,0.020,7.353,0.034,7.336,0.018,AAA,111,111,000,1,                   ,,,,,,,,,    ,-2147483648,    ,    ,                            ,,,,        ,
7,5318077919506923520,5318077919506923520,IC2391  ,IC2391               ,0.007,6.597,465820352,-9223372036854775808,08382390-5343184,J083823.88-534318.1,129.5996270900961,-53.721766579499956,7.628915,7.680685,7.5782933,6.902127148124986,0.05180435,2.48451,16519786.842299934,5028.8096,387,7.642356,7.665485,7.5677614,143.47021,144.46104,145.4268,143.71582,144.71368,145.78181,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,0,0,2,0.0424,8.6463,-32768,-2147483648,0,,,-32768,-2147483648,0,,,-32768,-2147483648,0,,,-32768,-2147483648,0,,,-32768,-2147483648,0,,,08382390-5343184,7.5,0.026,7.506,0.033,7.465,0.017,AAA,111,111,000,1,                   ,,,,,,,,,    ,-2147483648,    ,    ,                            ,,,,        ,
8,5316373985728828928,5316373985730006272,IC2391  ,IC2391               ,0.007,6.597,466069538,-9223372036854775808,08293527-5525009,J082935.21-552500.6,127.39687347110639,-55.416923582387895,7.6722646,7.725235,7.626923,7.22573033130909,0.03254076,0.92255163,15938483.802270208,7914.0635,287,7.681249,7.7085156,7.6188927,137.71544,138.32663,138.91052,137.46242,138.05292,138.70236,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,0,0,1,0.0109,8.7172,-32768,-2147483648,0,,,-32768,-2147483648,0,,,-32768,-2147483648,0,,,-32768,-2147483648,0,,,-32768,-2147483648,0,,,08293527-5525009,7.541,0.020,7.574,0.021,7.517,0.020,AAA,111,111,000,1,                   ,,,,,,,,,    ,-2147483648,    ,    ,                            ,,,,        ,
9,5321582715910437376,5321582715910437376,IC2391  ,IC2391               ,0.007,6.597,465727060,-9223372036854775808,08391654-5218499,J083916.50-521849.5,129.81886893319466,-52.31383303722518,8.430189,8.549044,8.259373,6.600261281934051,0.036535867,1.9978111,7919006.900092534,1968.3433,381,8.44069,8.533467,8.25035,150.5757,151.33852,152.11606,150.42612,151.28964,151.91628,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,0,6,3,0.0063,9.5867,-32768,-2147483648,0,,,-32768,-2147483648,0,,,-32768,-2147483648,0,,,-32768,-2147483648,0,,,-32768,-2147483648,0,,,08391654-5218499,8.085,0.024,7.991,0.040,7.985,0.034,AAA,111,111,000,1,                   ,,,,,,,,,    ,-2147483648,    ,    ,                            ,,,,        ,
